index,paper_id,title,year,pdf_link,extracted_method,extracted_datasets,extracted_metrics,extracted_results,extracted_novelty,extracted_limitations,evidence_pages,evidence_spans,eval_datasets_accurate (Yes/No/Partial),eval_metrics_accurate (Yes/No/Partial),eval_results_accurate (Yes/No/Partial),eval_attribution_correct (OWN/CITED/MIXED),eval_novelty_soundness (1-5),eval_hallucination_flag (Yes/No),eval_notes
11,f75673eefe0217464a1d30f6d373e696e26ae055,CodeMind: A Framework to Challenge Large Language Models for Code Reasoning,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/f75673eefe0217464a1d30f6d373e696e26ae055.pdf,"The authors develop the CodeMind framework, which evaluates LLMs using three novel reasoning protocols: (1) Independent Execution Reasoning, measured by the Ratio of Independent Execution Reasoning (RIER); (2) Specification Reasoning, measured by the Ratio of Specification Reasoning (RSR) and code synthesis pass@1 under different prompt settings; and (3) Dynamic Semantics Reasoning, measured by the Ratio of Dynamic Semantics Reasoning (RDSR) using semantic-preserving program refactoring and transformation rules. The evaluation compares frontier API-access models (e.g., Claude-Sonnet-4.6, o4-mini, DeepSeek-R1, Gemini-1.5-Pro) and open-source models (e.g., SemCoder-S, DeepSeekCoder, CodeLlama) on their ability to predict execution outputs, explain specifications, and reason through code transformations. Additionally, the authors perform a Chi-square test to analyze the statistical association between code reasoning tasks and Bug Repair (BR) performance.",,pass@1,,"The paper presents CodeMind, the first systematic framework designed to isolate, evaluate, and establish the relationship between LLMs' internal code reasoning capabilities (execution, specification, and dynamic semantics) and their external performance on practical programming tasks like bug repair.","The authors note that some models generate longer code during refactoring that is automatically discarded by the framework's length constraints (affecting 3.03% of programs). Additionally, the framework reveals that models can still pass test cases or repair bugs through incorrect reasoning (e.g., misidentifying bug locations or failing to track variable states), indicating that functional correctness benchmarks remain susceptible to false positives regarding actual model understanding.",p6,"[metrics @ p.p6] The results in Table II show that the performance of LLMs in code synthesis with test data included in the specification, i.e., measured by pass@1, improves by 5.36% on average3.",,,,,,,
12,4fd7dfbb3400ce60cdedfb679185c35f41bdde62,MMLU-ProX: A Multilingual Benchmark for Advanced Large Language Model Evaluation,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/4fd7dfbb3400ce60cdedfb679185c35f41bdde62.pdf,"The authors construct MMLU-ProX, a parallel multilingual benchmark spanning 29 languages categorized by linguistic families. The dataset is split into a full version containing 11,759 questions and a lite version containing 588 questions. To ensure translation quality, human translators and domain experts evaluated the dataset across 15 languages, assigning scores from 1 to 5 for Accuracy, Fluency, and Completeness. The evaluation methodology compares various LLMs using zero-shot and 5-shot prompting configurations to analyze the impact of prompting strategies across different language resource tiers.","MMLU-ProX full version (11,759 parallel questions across 29 languages); MMLU-ProX Lite version (588 parallel questions across 29 languages)","Model accuracy (%); Human translator scores (out of 5) for Accuracy, Fluency, and Completeness",,"The paper claims the creation of MMLU-ProX, the first advanced multilingual benchmark that incorporates both Chain-of-Thought (CoT) reasoning and parallel data across 29 languages. Additionally, it introduces MMLU-ProX Lite, a validated, cost-effective subset that reduces evaluation overhead while maintaining a strong correlation with full-scale benchmark results.","The authors note that expert verification of translation quality was restricted to a subset of 15 languages rather than all 29 languages included in the benchmark. Additionally, the performance variance observed between zero-shot and 5-shot prompting suggests that the benchmark's sensitivity to prompting templates may differ across low-resource and high-resource languages.","p5, p8, p16","[datasets @ p.p8] We compare per- formance between the full version of MMLU-ProX (11,829 questions per language) and this lite ver- sion. || [datasets @ p.p8] We compare per- formance between the full version of MMLU-ProX (11,829 questions per language) and this lite ver- sion. || [metrics @ p.p5] The performance generally correlates with model scale and architecture sophistication, with larger models typically outperforming their smaller coun- terparts. || [metrics @ p.p5] Table 2: Scores (out of 5) assigned by human translators for Accuracy, Fluency, and Completeness, grouped by language resource level (We show representatives here).",,,,,,,
13,daea85ac8722b4b69ca3358596041bb705bc10c6,Evaluating Large Language Models in Scientific Discovery,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/daea85ac8722b4b69ca3358596041bb705bc10c6.pdf,"The authors evaluate several LLMs (GPT-4o, GPT-5, GPT-5-chat, Claude-Sonnet-4.5, and DeepSeek-R1) across two primary scientific discovery domains. First, for chemical retrosynthesis, models are evaluated on the Pistachio Hard benchmark of 100 molecule targets, using controlled generation parameters (temperature of 0.7 or 1.0, and max token limits of 16,384 or 32,768). Second, for protein sequence optimization, the authors implement an LLM-guided evolutionary search across five distinct protein tasks (GB1, TrpB, Syn-3bfo, AAV, and GFP), tracking the convergence of the Top-1 score over multiple evolutionary iterations and comparing the models' search trajectories against a standard baseline.",Pistachio Hard benchmark set of 100 molecule targets for retrosynthesis,,,"The paper introduces a comprehensive evaluation framework that directly benchmarks frontier LLMs (including next-generation models like GPT-5 and DeepSeek-R1) against state-of-the-art specialized baselines in chemical retrosynthesis and protein engineering, establishing clear boundaries for where LLMs succeed and where they fall short.","The evaluation is restricted to specific hyperparameter settings (e.g., fixed temperatures and token limits) which may not fully reflect optimal LLM prompting strategies. Additionally, the protein optimization tasks rely on simulated or proxy Top-1 scores rather than wet-lab experimental validation, and the retrosynthesis evaluation is limited to a relatively small sample size of 100 targets.","p52, p46, p53","[datasets @ p.p46] Using the Pistachio Hard[97] benchmark set of 100 molecule targets, we evaluated the solve rate using || [metrics @ p.p46] Retrosynthesis solve rate comparison on Pistachio Hard (100 targets). || [metrics @ p.p52] gpt-5-chat and gpt-5 follow closely at 0.8582 and 0.8561, indicating leading positions in the protein sequence optimization problem. || [metrics @ p.p53] (b) Convergence of Top-1 score over evolutionary iterations for each model.",,,,,,,
14,dba4e0c1690650a73a4a4d1a3651a719df9986f5,Omni-MATH: A Universal Olympiad Level Mathematic Benchmark For Large Language Models,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/dba4e0c1690650a73a4a4d1a3651a719df9986f5.pdf,"The authors construct the Omni-MATH benchmark through a systematic pipeline involving raw data collection from Olympiad sources, rule-based filtering, and rigorous human annotation to ensure high quality and accuracy. They evaluate a suite of policy models using Pass@K metrics and investigate the effectiveness of reward models at different scaling factors (e.g., RM@8 vs. RM@256). Additionally, they develop and test Omni-Judge, implemented across base models such as LLaMA-2-7b-Chat, LLaMA-3-8b-Instruct, and LLaMA-3.1-8b-Instruct, measuring parsing success rates and consistency against GPT-4o.",,rate of successfully parsing outputs; rate of consistency between Omni-Judge and GPT-4o,,"The introduction of Omni-MATH as a universal, rigorously filtered, Olympiad-level mathematics benchmark paired with dedicated reward and judge model analyses specifically tailored to extreme mathematical reasoning challenges.","The reward models utilized in the study exhibit insufficient supervision over Olympiad-level reasoning tasks, and the reliance on automated judges requires careful parsing and consistency checks against models like GPT-4o, indicating potential fragility in automated evaluation pipelines.","p26, p6","[metrics @ p.p26] We implement Omni-Judge based on three base models: LLaMA- 2-7b-Chat, LLaMA-3-8b-Instruct, and LLaMA-3.1-8b-Instruct, and evaluate their performance ac- cording to the rate of successfully parsing outputs and the rate of consistency between the judge of Omni-Judge and GPT-4o for each problem. || [metrics @ p.p6] It is finally evalu- ated on the consistency between its judges and those from GPT-4o, which surprisingly exceeds 90%, demonstrating the strong feasibility of Omni-Judge.",,,,,,,
15,3d68522abfadfc8ee6b7ec9edaaf91f1b2f38e5e,Large Language Models Can Be Easily Distracted by Irrelevant Context,2023,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/3d68522abfadfc8ee6b7ec9edaaf91f1b2f38e5e.pdf,"The study introduces the GSM-IC dataset, containing a base 100-example dataset alongside expanded problem variations to test distractibility. The authors evaluate various methods and models, denoted as M, against standard problem solutions s(p). They analyze model performance using specific evaluation metrics designed to measure vulnerability to distinct types of irrelevant contexts. Break-down analyses, including micro and macro accuracy, are conducted on subsets of created problems corresponding to specific distracting factors.",,Macro Accuracy,,The introduction of the GSM-IC dataset specifically designed to rigorously test and quantify the distractibility of large language models when confronted with irrelevant context.,Not stated,p4,"[metrics @ p.p4] • Micro accuracy Accmicro(M; P) is the average accuracy of method M over all the test problems P. || [metrics @ p.p4] • Macro accuracy Accmacro(M; B) is the average accuracy of method M over classes of test problems, where each class P(b) consists of the set of test examples derived from the base example b ∈B.",,,,,,,
16,1c568d65dfa2b22362946baccdde055004b1448d,JustLogic: A Comprehensive Benchmark for Evaluating Deductive Reasoning in Large Language Models,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/1c568d65dfa2b22362946baccdde055004b1448d.pdf,"The authors develop JustLogic, a synthetic benchmark that generates deductive reasoning problems with high natural language complexity and scalable reasoning depths (ranging from depth 1 up to depth 7 or less). The benchmark is designed to be independent of prior knowledge to prevent models from relying on memorized facts. The experimental setup evaluates several prominent LLMs—specifically DeepSeek R1, OpenAI o1-mini, GPT-4o, Llama3-70B, and Llama3-8B—across various difficulty levels and reasoning depths. The evaluation measures how model performance scales as reasoning depth increases and analyzes the impact of factual accuracy on deductive reasoning performance.",CLUTRR; ProofWriter; LogiQA 2.0; FOLIO,Accuracy,,"The paper claims the creation of JustLogic, a novel synthetic benchmark that uniquely combines the prior-knowledge independence and infinite scalability of synthetic datasets with the high natural language complexity of manually curated datasets.","Although the synthetic generation allows for scaling, the text does not explicitly detail the exact generation templates or potential biases in the natural language synthesis. Additionally, the evaluation is limited to the selected set of LLMs (DeepSeek R1, OpenAI o1-mini, GPT-4o, Llama3-70B, Llama3-8B) and focuses primarily on deductive reasoning, potentially omitting other reasoning modalities.","p14, p7, p2","[datasets @ p.p2] A compar- ison between JustLogic and four similar logical reasoning benchmarks (CLUTRR, ProofWriter, LogiQA 2.0, and FO- LIO) is presented in Table 1, with further details on dataset construction provided in Section 3. || [datasets @ p.p2] A compar- ison between JustLogic and four similar logical reasoning benchmarks (CLUTRR, ProofWriter, LogiQA 2.0, and FO- LIO) is presented in Table 1, with further details on dataset construction provided in Section 3. || [datasets @ p.p2] FOLIO and LogiQA 2.0. || [datasets @ p.p2] FOLIO and LogiQA 2.0.",,,,,,,
17,8d6411e337502f7fe0bfa59d486803a73d2c1192,Advancing Language Model Reasoning through Reinforcement Learning and Inference Scaling,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/8d6411e337502f7fe0bfa59d486803a73d2c1192.pdf,"The authors develop T1, a pipeline built on Qwen2.5-14B and Qwen2.5-32B base models, combining RL training with inference-time scaling. During RL training, the method samples multiple responses per prompt (using top-p=0.95) to enhance generalization. At inference, the model generates a sequence of 'thinking tokens' to work through intermediate steps, explore alternative approaches when confidence is low, and perform final verification steps. A summarization model, denoted as υ, then processes these thinking tokens to generate the final answer. The authors evaluate this scaling mechanism by truncating the number of thinking tokens to analyze its direct impact on accuracy.",AIME2024; Omni-MATH-500; MATH500,Accuracy (%),,"The paper's core contribution is the T1 pipeline, which demonstrates that systematically scaling inference-time computation through structured 'thinking tokens' combined with scaled RL training sampling yields consistent, generalizable improvements on highly challenging reasoning benchmarks.","The authors do not explicitly list limitations in the provided text, but evident limitations include the computational overhead associated with generating large numbers of thinking tokens, the dependency on an auxiliary summarization model υ to extract the final answer, and the evaluation being restricted primarily to mathematical reasoning datasets.","p5, p13","[datasets @ p.p13] We evaluate the performance of the models on the test sets of reasoning-related datasets, including AIME20241, || [datasets @ p.p5] MATH500Omni-MATH-500 AIME GPQA 10 || [datasets @ p.p5] (b) Performance on MATH500 || [metrics @ p.p5] Accuracy (%)",,,,,,,
18,d6123d6d213436d8258b4a8f8b7fb90120006239,Enigmata: Scaling Logical Reasoning in Large Language Models with Synthetic Verifiable Puzzles,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/d6123d6d213436d8258b4a8f8b7fb90120006239.pdf,"The authors developed Enigmata-Data, consisting of 36 verifiable puzzle tasks, alongside a multi-stage reinforcement learning pipeline using Reinforcement Learning with Verifiable Rewards (RLVR). They implemented a two-stage multi-stage RL training strategy, testing various data mixing configurations and training strategies to optimize performance. Additionally, they investigated the impact of code utilization on accuracy across models such as Qwen2.5-32B and evaluated pass@k scores using GPT-4o. The approach contrasts performance between specialized reasoning models, generic language models, and their newly trained LLMs across multiple evaluation splits.",Enigmata-Data; Enigmata-Eval,Accuracy,,"Enigmata is claimed to be the only dataset encompassing multiple task categories that offers scalability, provides automatic verification, and is publicly available, while uniquely employing the RLVR approach to fundamentally enhance models' puzzle reasoning capabilities.",Not stated,"p23, p7, p1, p18","[datasets @ p.p18] Due to the limited time and resources, we did not train on other backbone models with Enigmata-Data, or with RL algorithms other than VC-PPO. || [datasets @ p.p1] We further propose Enigmata-Eval, a rigorous benchmark, and develop optimized multi-task RLVR strategies. || [metrics @ p.p7] Crypto and Arithmetic tasks tend to yield the highest accuracy, while spatial and sequential tasks remain more difficult. || [metrics @ p.p23] Table 13 Pass@k scores of GPT-4o.",,,,,,,
19,af1d4a4141eaf52384ca85f1d468443f8f3d5c06,InternLM-Math: Open Math Large Language Models Toward Verifiable Reasoning,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/af1d4a4141eaf52384ca85f1d468443f8f3d5c06.pdf,"The authors construct the InternLM-Math model suite through continued pre-training on extensive mathematical corpora, followed by supervised fine-tuning (SFT) on datasets such as MetaMath. They evaluate the models using in-context learning (ICL) with greedy decoding and majority voting under varying sample sizes (K=1, K=100 for GSM8K, and K=256 for MATH with a temperature of 0.7). For formal reasoning, they employ search budgets matching prior work (1 x 32) using 3-shot prompting and Lean 4. Additionally, they assess reranking performance on MATH(500), translation between Lean and informal language statements, and prime number verification tests.",MetaMath dataset; GSM8K benchmark; MATH benchmark; MiniF2F test set; ProofNet; GSM8K; MATH; MetaMath,majority voting accuracy; greedy accuracy; BLEU-4 score,,The introduction of InternLM-Math as an open math large language model suite designed specifically to bridge informal mathematical problem-solving and verifiable formal reasoning through Lean 4 integration.,"The paper does not explicitly discuss model failure modes, computational training costs, or the limitations of relying strictly on synthetic datasets like MetaMath for fine-tuning. Additionally, performance on formal theorem proving remains bounded by the specified search budgets.","p1, p11, p16, p21, p22, p9, p8","[datasets @ p.p9] Table 3: Compare pre-trained models by fine-tuning on MetaMath dataset (Yu et al., 2023b). || [datasets @ p.p22] We list detailed performance on the MATH benchmark in Table 17 and Table 18. || [datasets @ p.p22] C Detailed performance on MATH benchmark || [datasets @ p.p1] Our pre-trained model achieves 30.3 on the MiniF2F test set without fine-tuning.",,,,,,,
20,38c14d6143158cca317fe50270b8d81e4ad95d5f,AMO-Bench: Large Language Models Still Struggle in High School Math Competitions,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/38c14d6143158cca317fe50270b8d81e4ad95d5f.pdf,"The authors construct AMO-Bench, a dataset of 50 novel, high-school competition-level math problems spanning various mathematical categories. Each problem is paired with detailed, human-annotated solutions to serve as ground truth. To facilitate evaluation, they partition the dataset to include AMO-Bench-P, a subset of 39 problems designed for parser-based automatic grading. They evaluate multiple top-tier LLMs using the AVG@32 metric (average accuracy across 32 generation samples) and pass@k metrics. Additionally, they analyze the relationship between model accuracy, average output length (reasoning steps), and varying levels of reasoning effort to understand how test-time compute scales on highly complex tasks.",AMO-Bench-P (a subset of 39 parser-based grading problems from AMO-Bench); MATH500; AIME24,Accuracy (%),,"The paper claims the creation of AMO-Bench, a novel, contamination-free, and exceptionally challenging 50-problem high-school competition math benchmark, along with its parser-friendly variant AMO-Bench-P, which serves as a new frontier to expose the limitations of state-of-the-art reasoning LLMs.","The benchmark is relatively small, consisting of only 50 problems in total (and 39 for the parser-based version), which may limit statistical stability and comprehensive coverage of all mathematical subfields. Additionally, a portion of the benchmark (11 problems) requires manual grading due to the complexity of mathematical proofs or non-parser-friendly formats, making large-scale automated evaluation of those specific problems more difficult.","p1, p12","[datasets @ p.p12] To facilitate easier reproduction and use of AMO-Bench, you can utilize the AMO-Bench-P subset, which includes only the 39 parser-based grading problems from AMO-Bench. || [datasets @ p.p1] AMO-Bench(Ours) HMMT25 AIME25 AIME24 MATH500 20 || [datasets @ p.p1] However, many existing math competitions are becoming less effective for assessing top-tier LLMs due to performance saturation (e.g., AIME24/25). || [metrics @ p.p1] Accuracy (%)",,,,,,,
21,942c15804238a2804ca1be4bf0543fbba8abd74d,Ensembling Large Language Models with Process Reward-Guided Tree Search for Better Complex Reasoning,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/942c15804238a2804ca1be4bf0543fbba8abd74d.pdf,"The proposed LE-MCTS algorithm structures reasoning as a tree-search problem where each node represents a reasoning step. At each node, an ensemble of base LLMs (evaluated under 'Top-3' and 'All' configurations) generates candidate next steps (actions). A Process Reward Model (PRM) evaluates these candidate steps to provide step-level rewards. The search is guided by the Upper Confidence Bound applied to Trees (UCT) algorithm, which balances exploration and exploitation using a constant 'C'. The algorithm executes for a specified number of iterations (with 'niter' tested up to 200) to construct the search tree. Finally, the optimal path is selected based on the accumulated process rewards and search statistics, preventing early-stage errors from propagating to the final output.",GSM8K (Grade School Math 8K) dataset,Accuracy,,"The primary contribution is the LE-MCTS framework, which is the first to integrate Process Reward Models (PRMs) with Monte Carlo Tree Search (MCTS) specifically for ensembling multiple diverse Large Language Models at the step level, rather than decoding from a single model or ensembling at the final output level.","The authors note that LE-MCTS incurs a high computational cost at test-time due to running multiple MCTS iterations (up to 200) across an ensemble of several base LLMs. The method's success is also heavily dependent on the accuracy of the Process Reward Model (PRM), which can be susceptible to reward hacking or out-of-distribution errors. Additionally, the evaluation is primarily restricted to mathematical and synthetic reasoning tasks, leaving its generalizability to open-ended or subjective generation tasks unproven.","p14, p4","[datasets @ p.p14] GSM8K (Cobbe et al., 2021) Grade School Math 8K (GSM8K) is a dataset of 8.5K high-quality lin- guistically diverse grade school math word prob- lems. || [metrics @ p.p4] We used the in-context examples provided by the math- evaluation-harness for few-shot chain-of-thought (CoT) prompting and report accuracy as the perfor-",,,,,,,
22,af5f256e9771bf9cd02451195e3a7ac693fde3ed,Exploring the Reasoning Abilities of Multimodal Large Language Models (MLLMs): A Comprehensive Survey on Emerging Trends in Multimodal Reasoning,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/af5f256e9771bf9cd02451195e3a7ac693fde3ed.pdf,"As a comprehensive literature survey, the authors systematically collect, categorize, and analyze recent literature on Multimodal Large Language Models (MLLMs) and their reasoning capabilities. They organize the survey by outlining MLLM architectures, tracing developmental timelines, and classifying evaluation benchmarks. They compile and compare quantitative evaluation results from existing literature to analyze model performance before and after instruction tuning. Finally, they evaluate the paradigms where MLLMs are utilized as tools, listing tool domains instead of individual tools to synthesize broader trends.",MMVet; MMMU (validation set); InfiMM-Eval,,,"The paper claims to provide the first comprehensive survey specifically dedicated to the emerging trends, architectures, and benchmark evaluations of multimodal reasoning in Multimodal Large Language Models (MLLMs), offering a structured taxonomy of benchmarks, tool-use paradigms, and instruction tuning impacts.","As a survey paper, it is inherently limited by the rapidly changing landscape of MLLMs, meaning some very recent models or benchmarks might not be fully covered. It relies on compiling existing evaluation results from disparate sources rather than conducting a unified, large-scale independent empirical evaluation of all models under identical conditions.","p15, p16",[datasets @ p.p15] Table 4: Evaluation results for various MLLM on MMVet and MMMU (validation set). || [datasets @ p.p15] Table 4: Evaluation results for various MLLM on MMVet and MMMU (validation set). || [datasets @ p.p16] Table 5: Evaluation results for various MLLMs on InfiMM-Eval.,,,,,,,
23,95d638e7705ec561382268405bc488df4c26c7f7,Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/95d638e7705ec561382268405bc488df4c26c7f7.pdf,"The authors implement a two-stage pipeline to construct Fin-R1. First, they curate Fin-R1-Data, a dataset of complex financial reasoning problems in Chinese (e.g., government bonds) and English (e.g., debt risk). Second, they apply a two-step training pipeline utilizing reinforcement learning (RL) to optimize the model's reasoning trajectories, encouraging the generation of explicit thinking steps before producing a final answer. To evaluate the model's performance, they employ an LLM-as-a-judge framework, comparing GPT-4o and Qwen2.5-72B-Instruct across different prompt formats to assess judgment inaccuracy and irregularity. Qwen2.5-72B-Instruct is ultimately selected as the primary judge due to its superior alignment and lower error rates.",,,,"The paper claims the first successful application of R1-style reinforcement learning to the financial domain, introducing a novel two-stage construction pipeline (Fin-R1-Data and two-step RL training) that yields superior financial reasoning performance compared to state-of-the-art general-purpose models.","The authors' evaluation relies heavily on LLM-as-a-judge frameworks, which may introduce systematic biases. The training and evaluation are restricted to Chinese and English financial contexts, potentially limiting generalizability to other languages or regulatory frameworks. Additionally, the computational resources required for the two-step RL training pipeline are substantial, and the paper does not fully explore the model's performance on real-time, dynamic financial data.",,,,,,,,,
24,2c4bf56c5b1a1f06ee3ca21ce964ba2c8c66cb2c,MATHSENSEI: A Tool-Augmented Large Language Model for Mathematical Reasoning,2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/2c4bf56c5b1a1f06ee3ca21ce964ba2c8c66cb2c.pdf,"The MATHSENSEI framework consists of multiple specialized modules: a Python Generator (PG) for writing and executing code, a WolframAlpha (WA) module for symbolic computation, a Bing Search (BS) module for web queries, a Knowledge Retrieval (KR) module, and a central Solution Generator (SG) powered by LLMs like gpt-3.5-turbo. The system coordinates these modules using two distinct planning strategies: 'Plan-And-Solve' (PAS), which pre-determines the sequence of tool executions, and 'Call-as-required' (similar to REACT), which dynamically decides to invoke a tool at any given step. The authors evaluate various multi-module configurations (such as PG+WA+SG and WA+PG+SG) to analyze the complementary strengths of symbolic and programmatic tools. Performance is benchmarked across different backbone models for the KR and SG modules to optimize overall accuracy.","MMLU-Math (covering Formal Logic, Abstract Algebra, Elementary Mathematics, College Mathematics, and High School Mathematics); MATH",Accuracy; PG-Exec-Err (Python Generator execution error count); PG-R-Err (Python Generator reasoning error count); SG-Err (Solution Generator error count),,"The paper presents MATHSENSEI, a novel tool-augmented LLM framework that systematically combines Python code generation, WolframAlpha symbolic solving, and web search with flexible planning strategies to address diverse mathematical reasoning tasks.","The framework's performance is constrained by the code-generation capabilities of the underlying LLM, leading to syntactical execution errors or logical reasoning errors in the generated Python code. Additionally, the Solution Generator occasionally introduces errors by incorrectly modifying correct outputs retrieved from the Python or WolframAlpha modules. The system also relies on external APIs (WolframAlpha and Bing Search), making it subject to latency, API limitations, and potential changes in external service behavior.","p7, p13, p6","[datasets @ p.p7] Table 5: MMLU Accuracy vs type of problem; FL:Formal logic, AA: Abstract Algebra, EM: Elementary Mathematics, CM: College Mathematics, HM: High School Mathematics || [datasets @ p.p6] This indicates that, generic LLMs (such as those mentioned in Table 2) are not equipped with mathematical concepts of other domains (Precalculus, Geometry, Number Theory, Intermediate Algebra). || [metrics @ p.p6] Moreover, the overall accuracy drops steadily as we change KR’s LLM from gpt-3.5-turbo to other vari- ants (shown in Table 2). || [metrics @ p.p13] Table 13: Summary of Error types with PG+SG ( + ) setting on a random subset of 106 examples (MATH dataset); for GSM-8K and AQUA we consider 20 random examples, where the setting SG ( ) is correct; PG-Exec-Err: Code generated by PG module having syntactical errors; PG-R-Err: Executable python code (from PG ) having reasoning errors; SG-Err: Solution Generator (SG ) alters correct output from PG to",,,,,,,
25,a8e3adb778b5ac210caaac854256496ea146197f,Improving Reasoning Performance in Large Language Models via Representation Engineering,2025,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/a8e3adb778b5ac210caaac854256496ea146197f.pdf,"The authors adopt a conceptual reframing of transformer processing that emphasizes computational blocks reading from and writing to a residual stream represented in the model's hidden dimensions. They derive control vectors using Principal Component Analysis (PCA) and contrast-based techniques across specific tasks. While control vectors are obtained for every layer, the intervention is applied primarily to the middle layers based on prior findings that this is sufficient to induce strong output changes. They assess the impact of the interventions by scaling the control vector magnitude via a coefficient alpha, typically evaluating alpha in the range of [-1, 1] at 0.1 increments, and extending the range to [-3, 3] for Mistral-7B-Instruct.",Deductive bAbI dataset; GSM8K dataset,task accuracy,,"The paper claims a conceptual reframing of transformer information processing centered on the residual stream, coupled with the application of representation engineering (PCA and contrast-based control vectors) to directly improve and alter multi-step reasoning performance in large language models.","The authors note differences in the optimal value of the scaling coefficient alpha and inconsistencies regarding whether scaling should be positive or negative across different models and tasks. Additionally, the study relies on specific model architectures (Pythia and Mistral) and select reasoning benchmarks, leaving broader generalizability across all model families unproven. The paper does not comprehensively explore the potential side effects of these vector interventions on non-targeted capabilities.","p5, p4","[datasets @ p.p4] bAbI comprises various reasoning tasks, one related to deductive reasoning of which there are 2, 000 examples. || [datasets @ p.p4] We provide a fully detailed example of a question from the GSM8K dataset in subsection A.3. || [metrics @ p.p5] Entropy indicates the uncertainty contained in a probability distribution; we expect that if the control vector improves task accuracy the entropy should drop as the probability mass concentrates on the correct answer token.",,,,,,,
26,9272146b77e6aa6756984e54ab4edebb2f96a7d6,"A Survey of Mathematical Reasoning in the Era of Multimodal Large Language Model: Benchmark, Method & Challenges",2024,file:///D:/Downloads/researchgpt-pipeline-claude-code-verification/researchgpt-pipeline-claude-code-verification/data_50/pdfs/9272146b77e6aa6756984e54ab4edebb2f96a7d6.pdf,"As a survey paper, the methodology consists of a systematic literature review and taxonomy construction of recent advancements in LLM and MLLM-based mathematical reasoning. The authors define the research scope, construct a timeline of Math-LLM releases, and classify mathematical reasoning tasks into text-only and multimodal settings. They compare three primary methodology paradigms of (M)LLM-based mathematical reasoning (e.g., chain-of-thought, program-of-thought, and external tool collaboration) across dimensions such as accuracy, interpretability, and computational overhead. Finally, they compile, tabulate, and analyze existing benchmarks (Table 3) and methods (Table 5) to identify open challenges and future directions.",,,,The paper claims to provide the first comprehensive survey specifically focusing on the transition of mathematical reasoning from text-only LLMs to Multimodal Large Language Models (MLLMs). It introduces a novel taxonomy comparing three distinct methodology paradigms of (M)LLM-based mathematical reasoning and provides a systematic categorization of both benchmarks and methods in this rapidly evolving domain.,"As a survey paper, it does not introduce a new model, novel empirical dataset, or original experimental framework of its own. The analysis is limited to synthesizing and categorizing existing literature, benchmarks, and methods up to its publication date. Additionally, because the field of MLLMs is advancing extremely rapidly, some very recent models or benchmarks may not be fully captured in the static taxonomy.",p30,"[metrics @ p.p30] In summary, combining the flexibility of test- time scaling with the specialization of multimodal tools can help mitigate the core challenges in mul- timodal mathematical reasoning.",,,,,,,
